,casting_time,classes,description,duration,level,name,range,ritual,school,tags,type,components.material,components.raw,components.somatic,components.verbal,components.materials_needed,higher_levels,namesFR,descrisFR,descrisHLFR
151,1 action,"['cleric', 'paladin']","You touch a creature and grant it a measure of protection from death.

The first time the target would drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends.

If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spell ends.",8 hours,4,Death Ward,Touch,False,abjuration,"['cleric', 'paladin', 'level4']",4th-level abjuration,False,"V, S",True,True,,,Salle de la mort,"Vous touchez une créature et lui accordez une certaine protection contre la mort.

La première fois que la cible devrait tomber à 0 point de vie à cause des dégâts qu'elle subit, elle tombe à 1 point de vie et le sort prend fin.

Si le sort est toujours en vigueur lorsque la cible est soumise à un effet qui la tuerait instantanément sans lui infliger de dégâts, cet effet est annulé contre la cible et le sort prend fin.",
152,1 action,"['bard', 'cleric', 'sorcerer', 'warlock', 'wizard']","This spell grants the creature you touch the ability to understand any spoken language it hears. Moreover, when the target speaks, any creature that knows at least one language and can hear the target understands what it says.",1 hour,3,Tongues,Touch,False,divination,"['bard', 'cleric', 'sorcerer', 'warlock', 'wizard', 'level3']",3rd-level divination,True,"V, M (a small clay model of a ziggurat)",False,True,['a small clay model of a ziggurat'],,Langues,"Ce sort confère à la créature que vous touchez la capacité de comprendre toute langue parlée qu'elle entend. De plus, lorsque la cible parle, toute créature connaissant au moins une langue et pouvant entendre la cible comprend ce qu'elle dit.",
153,1 action,"['druid', 'ranger']","You touch a willing beast. For the duration of the spell, you can use your action to see through the beast’s eyes and hear what it hears, and continue to do so until you use your action to return to your normal senses.

While perceiving through the beast’s senses, you gain the benefits of any special senses possessed by that creature, though you are blinded and deafened to your own surroundings.","Concentration, up to 1 hour",2,Beast Sense,Touch,True,divination,"['druid', 'ranger', 'level2']",2nd-level divination (ritual),False,S,True,False,,,Sens de la bête,"Vous touchez une bête consentante. Pendant la durée du sort, vous pouvez utiliser votre action pour voir à travers les yeux de la bête et entendre ce qu'elle entend, et continuer à le faire jusqu'à ce que vous utilisiez votre action pour retrouver vos sens normaux.

Lorsque vous percevez à travers les sens de la bête, vous bénéficiez des avantages de tous les sens spéciaux possédés par cette créature, bien que vous soyez aveuglé et assourdi par votre propre environnement.",
154,1 action,"['sorcerer', 'wizard']","Your body becomes blurred, shifting and wavering to all who can see you. For the duration, any creature has disadvantage on attack rolls against you. An attacker is immune to this effect if it doesn’t rely on sight, as with blindsight, or can see through illusions, as with truesight.","Concentration, up to 1 minute",2,Blur,Self,False,illusion,"['sorcerer', 'wizard', 'level2']",2nd-Level illusion,False,V,False,True,,,Se brouiller,"Votre corps devient flou, mouvant et vacillant pour tous ceux qui peuvent vous voir. Pendant la durée du sort, toute créature subit un désavantage sur ses jets d'attaque contre vous. Un attaquant est immunisé contre cet effet s'il ne dépend pas de sa vue, comme avec la vision aveugle, ou s'il peut voir à travers les illusions, comme avec la vision pure.",
155,1 bonus action,['paladin'],"The next time you hit a creature with a weapon attack before this spell ends, the weapon gleams with astral radiance as you strike. The attack deals an extra 2d6 radiant damage to the target, which becomes visible if it’s invisible, and the target sheds dim light in a 5-foot radius and can’t become invisible until the spell ends.","Concentration, up to 1 minute",2,Branding Smite,Self,False,evocation,"['paladin', 'level2']",2nd-Level evocation,False,V,False,True,,"When you cast this spell using a spell slot of 3rd level or higher, the extra damage increases by 1d6 for each slot level above 2nd.",Marque Smite,"La prochaine fois que vous frappez une créature avec une attaque d'arme avant la fin de ce sort, l'arme brille d'un éclat astral lorsque vous frappez. L'attaque inflige 2d6 dégâts radiants supplémentaires à la cible, qui devient visible si elle est invisible, et la cible projette une faible lumière dans un rayon de 1,50 mètre et ne peut pas devenir invisible avant la fin du sort.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 3 ou supérieur, les dégâts supplémentaires augmentent de 1d6 pour chaque niveau d'emplacement supérieur au 2."
156,1 action,['ranger'],"You plant four pieces of nonmagical ammunition—arrows or crossbow bolts—in the ground within range and lay magic upon them to protect an area. Until the spell ends, whenever a creature other than you comes within 30 feet of the ammunition for the first time on a turn or ends its turn there, one piece of ammunition flies up to strike it. The creature must succeed on a Dexterity saving throw or take 1d6 piercing damage. The piece of ammunition is then destroyed. The spell ends when no ammunition remains.

When you cast this spell, you can designate any creatures you choose, and the spell ignores them.",8 hours,2,Cordon Of Arrows,5 feet,False,transmutation,"['ranger', 'level2']",2nd-Level transmutation,True,"V, S, M (four or more arrows or bolts)",True,True,['four or more arrows or bolts'],"When you cast this spell using a spell slot of 3rd level or higher, the amount of ammunition that can be affected increases by two for each slot level above 2nd.",Cordon de flèches,"Vous plantez quatre munitions non magiques (flèches ou carreaux d'arbalète) dans le sol à portée et vous les recouvrez de magie pour protéger une zone. Jusqu'à la fin du sort, chaque fois qu'une créature autre que vous s'approche à moins de 9 mètres des munitions pour la première fois au cours d'un tour ou termine son tour à cet endroit, une munition s'envole pour la frapper. La créature doit réussir un jet de sauvegarde de Dextérité ou subir 1d6 dégâts perforants. La munition est alors détruite. Le sort prend fin lorsqu'il ne reste plus de munitions.

Lorsque vous lancez ce sort, vous pouvez désigner les créatures de votre choix et le sort les ignore.","Lorsque vous lancez ce sort en utilisant un emplacement de sort de niveau 3 ou supérieur, la quantité de munitions pouvant être affectée augmente de deux pour chaque niveau d'emplacement supérieur au 2."
157,1 action,"['bard', 'sorcerer', 'warlock', 'wizard']","One humanoid of your choice that you can see within range must succeed on a Wisdom saving throw or become charmed by you for the duration. While the target is charmed in this way, a twisted crown of jagged iron appears on its head, and a madness glows in its eyes.
The charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose.
The target can act normally on its turn if you choose no creature or if none are within its reach.
On your subsequent turns, you must use your action to maintain control over the target, or the spell ends. Also, the target can make a Wisdom saving throw at the end of each of its turns. On a success, the spell ends.","Concentration, up to 1 minute",2,Crown of Madness,120 feet,False,enchantment,"['bard', 'sorcerer', 'warlock', 'wizard', 'level2']",2nd-Level enchantment,False,"V, S",True,True,,,Couronne de folie,"Un humanoïde de votre choix que vous pouvez voir à portée doit réussir un jet de sauvegarde de Sagesse ou être charmé par vous pendant la durée du sort. Tant que la cible est charmée de cette manière, une couronne tordue de fer déchiqueté apparaît sur sa tête et une folie brille dans ses yeux.
La cible charmée doit utiliser son action avant de se déplacer à chacun de ses tours pour effectuer une attaque au corps à corps contre une créature autre qu'elle-même que vous avez choisie mentalement.
La cible peut agir normalement à son tour si vous ne choisissez aucune créature ou si aucune n'est à sa portée.
Lors de vos tours suivants, vous devez utiliser votre action pour garder le contrôle sur la cible, sinon le sort prend fin. De plus, la cible peut effectuer un jet de sauvegarde de Sagesse à la fin de chacun de ses tours. En cas de réussite, le sort prend fin.",
158,1 action,"['sorcerer', 'warlock', 'wizard']","Magical darkness spreads from a point you choose within range to fill a 15-foot-radius sphere for the duration. The darkness spreads around corners. A creature with darkvision can’t see through this darkness, and nonmagical light can’t illuminate it. If the point you choose is on an object you are holding or one that isn’t being worn or carried, the darkness emanates from the object and moves with it. Completely covering the source of the darkness with an opaque object, such as a bowl or a helm, blocks the darkness. If any of this spell’s area overlaps with an area of light created by a spell of 2nd level or lower, the spell that created the light is dispelled.","Concentration, up to 10 minutes",2,Darkness,60 feet,False,evocation,"['sorcerer', 'warlock', 'wizard', 'level2']",2nd-Level evocation,True,"V, M (bat fur and a drop of pitch or piece of coal)",False,True,['bat fur and a drop of pitch or piece of coal'],,Obscurité,"Les ténèbres magiques se propagent à partir d'un point que vous choisissez dans la portée pour remplir une sphère de 4,5 mètres de rayon pendant la durée du sort. Les ténèbres se propagent dans les coins. Une créature dotée de la vision dans le noir ne peut pas voir à travers ces ténèbres et la lumière non magique ne peut pas les éclairer. Si le point que vous choisissez se trouve sur un objet que vous tenez ou qui n'est pas porté, les ténèbres émanent de l'objet et se déplacent avec lui. Couvrir complètement la source des ténèbres avec un objet opaque, comme un bol ou un casque, bloque les ténèbres. Si une partie de la zone de ce sort chevauche une zone de lumière créée par un sort de niveau 2 ou inférieur, le sort qui a créé la lumière est dissipé.",
159,1 action,"['druid', 'ranger', 'sorcerer', 'wizard']","You touch a willing creature to grant it the ability to see in the dark. For the duration, that creature has darkvision out to a range of 60 feet.",8 hours,2,Darkvision,Touch,False,transmutation,"['druid', 'ranger', 'sorcerer', 'wizard', 'level2']",2nd-level transmutation,True,"V, S, M (either a pinch of dried carrot or an agate)",True,True,['either a pinch of dried carrot or an agate'],,Vision dans le noir,"Vous touchez une créature consentante pour lui accorder la capacité de voir dans le noir. Pendant la durée du sort, cette créature a la vision dans le noir jusqu'à une portée de 18 mètres.",
160,1 action,"['bard', 'sorcerer', 'wizard']","For the duration, you can read the thoughts of certain creatures. When you cast the spell and as your action on each turn until the spell ends, you can focus your mind on any one creature that you can see within 30 feet of you. If the creature you choose has an Intelligence of 3 or lower or doesn’t speak any language, the creature is unaffected.

You initially learn the surface thoughts of the creature—what is most on its mind in that moment. As an action, you can either shift your attention to another creature’s thoughts or attempt to probe deeper into the same creature’s mind. If you probe deeper, the target must make a Wisdom saving throw. If it fails, you gain insight into its reasoning (if any), its emotional state, and something that looms large in its mind (such as something it worries over, loves, or hates). If it succeeds, the spell ends. Either way, the target knows that you are probing into its mind, and unless you shift your attention to another creature’s thoughts, the creature can use its action on its turn to make an Intelligence check contested by your Intelligence check; if it succeeds, the spell ends.

Questions verbally directed at the target creature naturally shape the course of its thoughts, so this spell is particularly effective as part of an interrogation. You can also use this spell to detect the presence of thinking creatures you can’t see. When you cast the spell or as your action during the duration, you can search for thoughts within 30 feet of you. The spell can penetrate barriers, but 2 feet of rock, 2 inches of any metal other than lead, or a thin sheet of lead blocks you. You can’t detect a creature with an Intelligence of 3 or lower or one that doesn’t speak any language.

Once you detect the presence of a creature in this way, you can read its thoughts for the rest of the duration as described above, even if you can’t see it, but it must still be within range.","Concentration, up to 1 minute",2,Detect Thoughts,Self,False,divination,"['bard', 'sorcerer', 'wizard', 'level2']",2nd-Level divination,True,"V, S, M (a copper piece)",True,True,['a copper piece'],,Détecter les pensées,"Pendant la durée du sort, vous pouvez lire les pensées de certaines créatures. Lorsque vous lancez le sort et comme action à chaque tour jusqu'à la fin du sort, vous pouvez concentrer votre esprit sur n'importe quelle créature que vous pouvez voir à moins de 9 mètres de vous. Si la créature que vous choisissez a une Intelligence de 3 ou moins ou ne parle aucune langue, elle n'est pas affectée.

Vous apprenez d'abord les pensées superficielles de la créature, ce qui occupe le plus son esprit à ce moment-là. En tant qu'action, vous pouvez soit déplacer votre attention vers les pensées d'une autre créature, soit tenter de sonder plus profondément l'esprit de la même créature. Si vous sondez plus profondément, la cible doit effectuer un jet de sauvegarde de Sagesse. Si elle échoue, vous obtenez un aperçu de son raisonnement (le cas échéant), de son état émotionnel et de quelque chose qui pèse sur son esprit (comme quelque chose qui l'inquiète, qu'elle aime ou qu'elle déteste). Si elle réussit, le sort prend fin. Quoi qu'il en soit, la cible sait que vous sondez son esprit, et à moins que vous ne portiez votre attention sur les pensées d'une autre créature, la créature peut utiliser son action à son tour pour faire un test d'Intelligence contesté par votre test d'Intelligence ; si elle réussit, le sort prend fin.

Les questions verbales adressées à la créature ciblée façonnent naturellement le cours de ses pensées, ce sort est donc particulièrement efficace dans le cadre d'un interrogatoire. Vous pouvez également utiliser ce sort pour détecter la présence de créatures pensantes que vous ne pouvez pas voir. Lorsque vous lancez le sort ou en tant qu'action pendant la durée, vous pouvez rechercher des pensées dans un rayon de 9 mètres autour de vous. Le sort peut pénétrer les barrières, mais 60 centimètres de roche, 5 centimètres de tout métal autre que le plomb ou une fine feuille de plomb vous bloquent. Vous ne pouvez pas détecter une créature avec une Intelligence de 3 ou moins ou une créature qui ne parle aucune langue.

Une fois que vous avez détecté la présence d'une créature de cette manière, vous pouvez lire ses pensées pendant le reste de la durée comme décrit ci-dessus, même si vous ne pouvez pas la voir, mais elle doit toujours être à portée.",
161,1 action,['druid'],"Your magic turns others into beasts. Choose any number of willing creatures that you can see within range. You transform each target into the form of a Large or smaller beast with a challenge rationg of 4 or lower.  On subsequent turns, you can use your action to transform affected creatures into new forms.

The transformation lasts for the duration for each target, or until the target drops to 0 hit points or dies.  You can choose a different form for each target. A target's game statistics are replaced by the statistics of the chosen beast, thought the target retains its alignment and Intelligence, Wisdom, and Charisma scores. The target assumes the hit points of its new form, and when it reverts to its normal form, it returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to 0 hit points, any excess damage carries over to its normal form. As long as the excess damage doesn't reduce the creature's normal form to 0 hit points, it isn't knocked unconscious. The creature is limited in the actions it can perform by the nature of its new form, and it can't speak or cast spells.

The target's gear melds into the new form. The target can't activate, wield, or otherwise benefit from any of its equipment.","Concentration, up to 24 hours",8,Animal Shapes,30 feet,False,transmutation,"['druid', 'level8']",8th-level transmutation,False,"V, S",True,True,,,Formes animales,"Votre magie transforme les autres en bêtes. Choisissez n'importe quel nombre de créatures consentantes que vous pouvez voir à portée. Vous transformez chaque cible en une bête de taille G ou plus petite avec un ratio de défi de 4 ou moins. Lors des tours suivants, vous pouvez utiliser votre action pour transformer les créatures affectées en de nouvelles formes.

La transformation dure pendant la durée de chaque cible, ou jusqu'à ce que la cible tombe à 0 point de vie ou meure. Vous pouvez choisir une forme différente pour chaque cible. Les statistiques de jeu d'une cible sont remplacées par les statistiques de la bête choisie, bien que la cible conserve son alignement et ses scores d'Intelligence, de Sagesse et de Charisme. La cible reprend les points de vie de sa nouvelle forme, et lorsqu'elle revient à sa forme normale, elle retrouve le nombre de points de vie qu'elle avait avant sa transformation. Si elle revient à sa forme normale à cause d'une chute à 0 point de vie, tout excès de dégâts est reporté à sa forme normale. Tant que l'excès de dégâts ne réduit pas la forme normale de la créature à 0 point de vie, elle n'est pas assommée. La créature est limitée dans les actions qu'elle peut effectuer en raison de la nature de sa nouvelle forme, et elle ne peut ni parler ni lancer de sorts.

L'équipement de la cible se fond dans la nouvelle forme. La cible ne peut pas activer, utiliser ou bénéficier d'une quelconque partie de son équipement.",
162,1 action,"['cleric', 'wizard']","A 10-foot-radius Invisible Sphere of antimagic surrounds you. This area is divorced from the magical energy that suffuses the multiverse. Within the Sphere, Spells can't be cast, summoned creatures disappear, and even Magic Items become mundane. Until the spell ends, the Sphere moves with you, centered on you.
Spells and other magical Effects, except those created by an artifact or a deity, are suppressed in the Sphere and can't protrude into it. A slot expended to cast a suppressed spell is consumed. While an Effect is suppressed, it doesn't function, but the time it spends suppressed counts against its Duration.

* Targeted Effects: Spells and other magical Effects, such as Magic Missile and Charm Person, that target a creature or an object in the Sphere have no Effect on that target.
* Areas of Magic: The area of another spell or magical Effect, such as Fireball, can't extend into the Sphere. If the Sphere overlaps an area of magic, the part of the area that is covered by the Sphere is suppressed. For example, the flames created by a Wall of Fire are suppressed within the Sphere, creating a gap in the wall if the overlap is large enough.
* Spells: Any active spell or other magical Effect on a creature or an object in the Sphere is suppressed while the creature or object is in it.
* Magic Items: The Properties and powers of Magic Items are suppressed in the Sphere. For example, a +1 long sword in the Sphere functions as a nonmagical long sword. A magic weapon's Properties and powers are suppressed if it is used against a target in the Sphere or wielded by an attacker in the Sphere. If a Magic Weapon or piece of magic Ammunition fully leaves the Sphere (For example, if you fire a Magic Arrow or throw a magic spear at a target outside the sphere), the magic of the item ceases to be suppressed as soon as it exits.
* Magical Travel: Teleportation and Planar Travel fail to work in the Sphere, whether the Sphere is the destination or the departure point for such magical Travel. A portal to another location, world, or plane of existence, as well as an opening to an extradimensional space such as that created by the Rope Trick Spells, temporarily closes while in the Sphere.
* Creatures and Objects: A creature or object summoned or created by magic temporarily winks out of existence in the Sphere. Such a creature instantly reappears once the space the creature occupied is no longer within the Sphere.
* Dispel Magic: Spells and magical Effects such as Dispel Magic have no Effect on the Sphere. Likewise, the spheres created by different antimagic field Spells don't nullify each other.","Concentration, up to 1 hour",8,Antimagic Field,Self (10-foot-radius sphere),False,abjuration,"['cleric', 'wizard', 'level8']",8th-level abjuration,True,"V, S, M (a pinch of powdered iron or iron filings)",True,True,['a pinch of powdered iron or iron filings'],,Champ antimagique,"Une sphère invisible d'antimagie de 3 mètres de rayon vous entoure. Cette zone est séparée de l'énergie magique qui imprègne le multivers. Dans la sphère, les sorts ne peuvent pas être lancés, les créatures invoquées disparaissent et même les objets magiques deviennent banals. Jusqu'à la fin du sort, la sphère se déplace avec vous, centrée sur vous.
Les sorts et autres effets magiques, à l'exception de ceux créés par un artefact ou une divinité, sont supprimés dans la sphère et ne peuvent pas en faire saillie. Un emplacement dépensé pour lancer un sort supprimé est consommé. Tant qu'un effet est supprimé, il ne fonctionne pas, mais le temps qu'il passe supprimé compte dans sa durée.

* Effets ciblés : les sorts et autres effets magiques, tels que Missile magique et Charme de personne, qui ciblent une créature ou un objet dans la sphère n'ont aucun effet sur cette cible.
* Zones de magie : la zone d'un autre sort ou effet magique, tel que Boule de feu, ne peut pas s'étendre dans la sphère. Si la Sphère chevauche une zone magique, la partie de la zone couverte par la Sphère est supprimée. Par exemple, les flammes créées par un Mur de Feu sont supprimées dans la Sphère, créant un espace dans le mur si le chevauchement est suffisamment grand.
* Sorts : Tout sort actif ou autre effet magique sur une créature ou un objet dans la Sphère est supprimé tant que la créature ou l'objet s'y trouve.
* Objets magiques : Les propriétés et pouvoirs des objets magiques sont supprimés dans la Sphère. Par exemple, une épée longue +1 dans la Sphère fonctionne comme une épée longue non magique. Les propriétés et pouvoirs d'une arme magique sont supprimés si elle est utilisée contre une cible dans la Sphère ou maniée par un attaquant dans la Sphère. Si une arme magique ou une munition magique quitte entièrement la Sphère (par exemple, si vous tirez une flèche magique ou lancez une lance magique sur une cible en dehors de la sphère), la magie de l'objet cesse d'être supprimée dès qu'elle sort.
* Voyage magique : la téléportation et le voyage planaire ne fonctionnent pas dans la sphère, que la sphère soit la destination ou le point de départ d'un tel voyage magique. Un portail vers un autre lieu, monde ou plan d'existence, ainsi qu'une ouverture vers un espace extradimensionnel tel que celui créé par les sorts de corde, se ferme temporairement lorsqu'ils se trouvent dans la sphère.
* Créatures et objets : une créature ou un objet invoqué ou créé par magie disparaît temporairement de la sphère. Une telle créature réapparaît instantanément une fois que l'espace qu'elle occupait n'est plus dans la sphère.
* Dissipation de la magie : les sorts et les effets magiques tels que Dissipation de la magie n'ont aucun effet sur la sphère. De même, les sphères créées par différents sorts de champ antimagique ne s'annulent pas.",
163,1 hour,"['druid', 'wizard']","This spell attracts or repels creatures of your choice. You target something within range, either a Huge or smaller object or creature or an area that is no larger than a 200-foot cube. Then specify a kind of intelligent creature, such as Red Dragons, Goblins, or vampires. You invest the target with an aura that either attracts or repels the specified creatures for the Duration. Choose antipathy or sympathy as the aura's Effect.

* Antipathy. The Enchantment causes creatures of the kind you designated to feel an intense urge to leave the area and avoid the target. When such a creature can see the target or comes within 60 feet of it, the creature must succeed on a Wisdom saving throw or become Frightened. The creature remains frigh⁠tened while it can see the target or is within 60 feet of it. While frig⁠htened by the target, the creature must use its Movement to move to the nearest safe spot from which it can't see the target. If the creature moves more than 60 feet from the target and can't see it, the creature is no longer fright⁠ened, but the creature becomes fright⁠ened again if it regains sight of the target or moves within 60 feet of it.

* Sympathy. The Enchantment causes the specified creatures to feel an intense urge to approach the target while within 60 feet of it or able to see it. When such a creature can see the target or comes within 60 feet of it, the creature must succeed on a Wisdom saving throw or use its Movement on each of its turns to enter the area or move within reach of the target. When the creature has done so, it can't willingly move away from the target. If the target damages or otherwise harms an affected creature, the affected creature can make a Wisdom saving throw to end the Effect, as described below.

* Ending the Effect. If an affected creature ends its turn while not within 60 feet of the target or able to see it, the creature makes a Wisdom saving throw. ON a successful save, the creature is no longer affected by the target and recognizes the feeling of repugnance or attraction as magical. In addition, a creature affected by the Spells is allowed another Wisdom saving throw every 24 hours while the spell persists.

A creature that successfully saves against this Effect is immune to it for 1 minute, after which time it can be affected again.",10 days,8,Antipathy/Sympathy,60 feet,False,enchantment,"['druid', 'wizard', 'level8']",8th-level enchantment,True,"V, S, M (either a hump of alum soaked in vinegar for the _antipathy_ effect or a drop of honey for the _sympathy_ effect)",True,True,['either a hump of alum soaked in vinegar for the _antipathy_ effect or a drop of honey for the _sympathy_ effect'],,Antipathie/Sympathie,"Ce sort attire ou repousse les créatures de votre choix. Vous ciblez quelque chose à portée, soit un objet ou une créature de taille énorme ou plus petite, soit une zone qui ne dépasse pas un cube de 60 mètres. Ensuite, spécifiez un type de créature intelligente, comme les dragons rouges, les gobelins ou les vampires. Vous investissez la cible d'une aura qui attire ou repousse les créatures spécifiées pendant la durée. Choisissez l'antipathie ou la sympathie comme effet de l'aura.

* Antipathie. L'enchantement provoque chez les créatures du type que vous avez désigné une envie intense de quitter la zone et d'éviter la cible. Lorsqu'une telle créature peut voir la cible ou s'approche à moins de 18 mètres d'elle, elle doit réussir un jet de sauvegarde de Sagesse ou devenir effrayée. La créature reste effrayée tant qu'elle peut voir la cible ou qu'elle se trouve à moins de 18 mètres d'elle. Tant qu'elle est effrayée par la cible, la créature doit utiliser son mouvement pour se déplacer vers l'endroit sûr le plus proche d'où elle ne peut pas voir la cible. Si la créature s'éloigne de plus de 18 mètres de la cible et ne peut la voir, elle n'est plus effrayée, mais elle redevient effrayée si elle retrouve la vue de la cible ou s'approche à moins de 18 mètres d'elle.

* Sympathie. L'enchantement provoque chez les créatures spécifiées une envie intense de s'approcher de la cible à moins de 18 mètres d'elle ou en étant capable de la voir. Lorsqu'une telle créature peut voir la cible ou s'approche à moins de 18 mètres d'elle, elle doit réussir un jet de sauvegarde de Sagesse ou utiliser son mouvement à chacun de ses tours pour entrer dans la zone ou se déplacer à portée de la cible. Une fois qu'elle l'a fait, elle ne peut pas s'éloigner volontairement de la cible. Si la cible blesse ou blesse une créature affectée, celle-ci peut effectuer un jet de sauvegarde de Sagesse pour mettre fin à l'effet, comme décrit ci-dessous.

* Fin de l'effet. Si une créature affectée termine son tour alors qu'elle n'est pas à moins de 18 mètres de la cible ou en étant capable de la voir, elle effectue un jet de sauvegarde de Sagesse. En cas de réussite, la créature n'est plus affectée par la cible et reconnaît le sentiment de répugnance ou d'attirance comme magique. De plus, une créature affectée par les sorts a droit à un autre jet de sauvegarde de Sagesse toutes les 24 heures tant que le sort persiste.

Une créature qui réussit son jet de sauvegarde contre cet effet y est immunisée pendant 1 minute, après quoi elle peut être à nouveau affectée.",
164,1 hour,"['cleric', 'warlock', 'wizard']","You and up to eight willing creatures within range project your astral bodies into the Astral Plane (the spell fails and the casting is wasted if you are already on that plane). The material body you leave behind is unconscious and in a state of suspended animation; it doesn't need food or air and doesn't age.

Your astral body resembles your mortal form in almost every way, replicating your game statistics and possessions. The principal difference is the addition of a silvery cord that extends from between your shoulder blades and trails behind you, fading to invisibility after 1 foot. This cord is your tether to your material body. As long as the tether remains intact, you can find your way home. If the cord is cut--something that can happen only when an effect specifically states that it does--your soul and body are separated, killing you instantly.

Your astral form can freely travel through the Astral Plane and can pass through portals there leading to any other plane. If you enter a new plane or return to the plane you were on when casting this spell, your body and possessions are transported along the silver cord, allowing you to re-enter your body as you enter the new plane. Your astral form is a separate incarnation. Any damage or other effects that apply to it have no effect on your physical body, nor do they persist when you return to it.

The spell ends for you and your companions when you use your action to dismiss it. When the spell ends, the affected creature returns to its physical body, and it awakens.

The spell might also end early for you or one of your companions. A successful _dispel magic_ spell used against an astral or physical body ends the spell for that creature. If a creature's original body or its astral form drops to 0 hit points, the spell ends for that creature. If the spell ends and the silver cord is intact, the cord pulls the creature's astral form back to its body, ending its state of suspended animation.

If you are returned to your body prematurely, your companions remain in their astral forms and must find their own way back to their bodies, usually by dropping to 0 hit points.",Special,9,Astral Projection,10 feet,False,necromancy,"['cleric', 'warlock', 'wizard', 'level9']",9th-level necromancy,True,"V, S, M (for each creature you affect with this spell you must provide one jacinth worth at least 1,000 gp and one ornately carved bar of silver worth at least 100gp, all of which the spell consumes)",True,True,"['for each creature you affect with this spell you must provide one jacinth worth at least 1,000 gp and one ornately carved bar of silver worth at least 100gp, all of which the spell consumes']",,Projection astrale,"Vous et jusqu'à huit créatures consentantes à portée projetez vos corps astraux dans le plan astral (le sort échoue et l'incantation est gaspillée si vous êtes déjà sur ce plan). Le corps matériel que vous laissez derrière vous est inconscient et dans un état d'animation suspendue ; il n'a pas besoin de nourriture ou d'air et ne vieillit pas.

Votre corps astral ressemble à votre forme mortelle à presque tous les égards, reproduisant vos statistiques de jeu et vos possessions. La principale différence est l'ajout d'un cordon argenté qui s'étend entre vos omoplates et traîne derrière vous, devenant invisible après 30 centimètres. Ce cordon est votre lien avec votre corps matériel. Tant que le lien reste intact, vous pouvez retrouver votre chemin vers la maison. Si le cordon est coupé - ce qui ne peut se produire que lorsqu'un effet le précise spécifiquement - votre âme et votre corps sont séparés, vous tuant instantanément.

Votre forme astrale peut voyager librement à travers le plan astral et peut passer par des portails menant à n'importe quel autre plan. Si vous entrez dans un nouveau plan ou revenez sur le plan sur lequel vous étiez lors du lancement de ce sort, votre corps et vos biens sont transportés le long du cordon d'argent, vous permettant de réintégrer votre corps lorsque vous entrez dans le nouveau plan. Votre forme astrale est une incarnation distincte. Les dégâts ou autres effets qui lui sont appliqués n'ont aucun effet sur votre corps physique, et ne persistent pas lorsque vous y revenez.

Le sort prend fin pour vous et vos compagnons lorsque vous utilisez votre action pour le dissiper. Lorsque le sort prend fin, la créature affectée retourne à son corps physique et se réveille.

Le sort peut également prendre fin plus tôt pour vous ou l'un de vos compagnons. Un sort de _dissipation de la magie_ réussi utilisé contre un corps astral ou physique met fin au sort pour cette créature. Si le corps d'origine d'une créature ou sa forme astrale tombe à 0 point de vie, le sort prend fin pour cette créature. Si le sort prend fin et que le cordon d'argent est intact, le cordon ramène la forme astrale de la créature à son corps, mettant fin à son état d'animation suspendue.

Si vous revenez prématurément dans votre corps, vos compagnons restent dans leur forme astrale et doivent trouver leur propre chemin vers leur corps, généralement en tombant à 0 point de vie.",
165,1 hour,['wizard'],"This spell grows an inert duplicate of a living creature as a safeguard against death. This clone forms inside a sealed vessel and grows to full size and maturity after 120 days; you can also choose to have the clone be a younger version of th esame creature. It remains inert and endures indefinitely, as long as its vessel remains undisturbed.

At any time after the clone matures, if the original creature dies, its soul tranfers to the clone, provided that the soul is free and willing to return. The clone is physically identical to the original and has the same personality, memories, and abilities, but none of the original's equipment. The original creature's physical remains, if they still exist, become inert and can't thereafter be restured to life, since the creature's soul is elsewhere.",Instantaneous,8,Clone,Touch,False,necromancy,"['wizard', 'level8']",8th-level necromancy,True,"V, S, M (a diamond worth at least 1,000 gp and at least 1 cubic inch of flesh of the creature that is to be cloned, which the spell consumes, and a vessel worth at least 2,000 gp that has a sealable lid and is large enough to hold a medium creature, such as a large urn, coffin, mud-filled cyst in the ground, or crystal container filled with salt water)",True,True,"['a diamond worth at least 1,000 gp and at least 1 cubic inch of flesh of the creature that is to be cloned, which the spell consumes, and a vessel worth at least 2,000 gp that has a sealable lid and is large enough to hold a medium creature, such as a large urn, coffin, mud-filled cyst in the ground, or crystal container filled with salt water']",,Cloner,"Ce sort fait pousser un clone inerte d'une créature vivante pour la protéger de la mort. Ce clone se forme à l'intérieur d'un récipient scellé et atteint sa taille maximale et sa maturité après 120 jours. Vous pouvez également choisir que le clone soit une version plus jeune de la même créature. Il reste inerte et perdure indéfiniment, tant que son récipient reste intact.

A tout moment après la maturation du clone, si la créature d'origine meurt, son âme est transférée au clone, à condition que l'âme soit libre et disposée à revenir. Le clone est physiquement identique à l'original et possède la même personnalité, les mêmes souvenirs et les mêmes capacités, mais aucun des équipements de l'original. Les restes physiques de la créature d'origine, s'ils existent encore, deviennent inertes et ne peuvent plus être ramenés à la vie, car l'âme de la créature est ailleurs.",
